Gene1,Gene2,Score
WBGene00000001,WBGene00006352,0.08395343663728767
WBGene00000001,WBGene00006870,0.0025561749672715042
WBGene00000001,WBGene00000870,0.06296582509386744
WBGene00000001,WBGene00003930,0.14034752794569358
WBGene00000001,WBGene00004055,0.38400327054357225
WBGene00000001,WBGene00004033,0.03397636090025592
WBGene00000001,WBGene00003401,0.08135216396932315
WBGene00000001,WBGene00004032,0.23573633324123214
WBGene00000001,WBGene00000390,0.09286940316082996
WBGene00000001,WBGene00002203,0.5357659781646081
WBGene00000001,WBGene00001648,0.16422933140966384
WBGene00000001,WBGene00001328,0.3582600618330137
WBGene00000001,WBGene00000289,0.017720228791131155
WBGene00000001,WBGene00000195,0.13717385848406582
WBGene00000001,WBGene00004270,0.5723263593905282
WBGene00000001,WBGene00004208,0.23591508162688135
WBGene00000001,WBGene00004210,0.22980905577484206
WBGene00000001,WBGene00006405,0.05626022571106868
WBGene00000001,WBGene00001745,0.3073322801591346
WBGene00000001,WBGene00012348,-2
WBGene00000001,WBGene00002025,-2
WBGene00000001,WBGene00000478,0.0373436197411288
WBGene00000001,WBGene00002245,0.06588925738165886
WBGene00000001,WBGene00010038,0.05428313516945867
WBGene00000001,WBGene00006932,0.43686415639162335
WBGene00000001,WBGene00000095,0.343367049117934
WBGene00000001,WBGene00000858,0.15382522594222633
WBGene00000001,WBGene00006869,0.3241176940446124
WBGene00000001,WBGene00002190,0.24454232329620862
WBGene00000001,WBGene00001681,0.20443549665307806
WBGene00000001,WBGene00000903,0.0691244912714457
WBGene00000001,WBGene00004268,0.15290243595718628
WBGene00000001,WBGene00001101,0.031991916363645956
WBGene00000001,WBGene00004357,0.5070763360914932
WBGene00000001,WBGene00016328,0.21981277054467066
WBGene00000001,WBGene00004029,0.28280639664338875
WBGene00000001,WBGene00001674,0.017675402715377313
WBGene00000001,WBGene00004930,0.08057415874429026
WBGene00000001,WBGene00007036,0.20536219392036595
WBGene00000001,WBGene00003893,0.018814700793303423
WBGene00000001,WBGene00002694,0.34638174063478727
WBGene00000001,WBGene00007047,0.24792272239529095
WBGene00000001,WBGene00004769,0.23289620186734591
WBGene00000001,WBGene00001053,0.2493105766701447
WBGene00000001,WBGene00006790,0.12747679918788762
WBGene00000001,WBGene00002189,0.05700973726095234
WBGene00000001,WBGene00003911,0.02456604426287075
WBGene00000001,WBGene00000499,-2
WBGene00000001,WBGene00004302,0.09131900510926155
WBGene00000001,WBGene00004042,0.1604141949925456
WBGene00000001,WBGene00004038,0.5014432388438167
WBGene00000001,WBGene00015267,0.061976065747402505
WBGene00000001,WBGene00000894,0.3755479048702361
WBGene00000001,WBGene00006833,0.2024435429345852
WBGene00000001,WBGene00002178,0.3515365985008616
WBGene00000001,WBGene00006612,0.0770344810765515
WBGene00000001,WBGene00007554,0.2009167242556689
WBGene00000001,WBGene00006745,0.08302979675228128
WBGene00000001,WBGene00006437,0.08954734585368666
WBGene00000001,WBGene00000912,0.1999241491811038
WBGene00000001,WBGene00006797,0.07373005984254656
WBGene00000001,WBGene00003623,0.13015676774219917
WBGene00000001,WBGene00003929,-2
WBGene00000001,WBGene00003675,0.34684932213870273
WBGene00000001,WBGene00001709,0.2255950771812459
WBGene00000001,WBGene00000792,0.1259625943264512
WBGene00000001,WBGene00001519,0.38502582812309455
WBGene00000001,WBGene00003007,0.0284982786300024
WBGene00000001,WBGene00006406,0.1528600789358219
WBGene00000001,WBGene00018586,0.14321192736929558
WBGene00000001,WBGene00000089,0.19726831573827064
WBGene00000001,WBGene00002007,0.6537004104476081
WBGene00000001,WBGene00007007,0.28684325834915975
WBGene00000001,WBGene00006774,0.47053300321509645
WBGene00000001,WBGene00004043,0.15665905632850524
WBGene00000001,WBGene00006324,0.4038967111819641
WBGene00000001,WBGene00017891,0.3765922345397347
WBGene00000001,WBGene00001052,0.33142635405694354
WBGene00000001,WBGene00020131,0.4971831745370563
WBGene00000001,WBGene00006599,0.09893133599161902
WBGene00000001,WBGene00014051,0.15751133070581083
WBGene00000001,WBGene00004308,0.24116469890518213
WBGene00000001,WBGene00006947,0.06414520104398816
WBGene00000001,WBGene00006948,0.10615864919940789
WBGene00000001,WBGene00006950,0.29613319668080645
WBGene00000001,WBGene00006952,-2
WBGene00000001,WBGene00006953,-2
WBGene00000001,WBGene00006954,-2
WBGene00000001,WBGene00006955,0.14386658259782317
WBGene00000001,WBGene00011392,0.23716030518441522
WBGene00000001,WBGene00003975,0.27059014660053926
WBGene00000001,WBGene00008006,0.27338513465140796
WBGene00000001,WBGene00018281,0.5451799462583233
WBGene00000001,WBGene00008443,0.12848623250377159
WBGene00000001,WBGene00004202,0.06308712849985072
WBGene00000001,WBGene00021811,0.2591424936309816
WBGene00000001,WBGene00002202,0.5986201281961144
WBGene00000001,WBGene00017381,0.0644265627974671
WBGene00000001,WBGene00001609,0.3086533985927959
WBGene00000001,WBGene00003001,0.5109693174026261
WBGene00000001,WBGene00006780,0.08189480614221806
WBGene00000001,WBGene00003397,0.1573436191351188
WBGene00000001,WBGene00004274,0.05016418230429659
WBGene00000001,WBGene00006055,0.18894776091516927
WBGene00000001,WBGene00003396,0.16959177901415345
WBGene00000001,WBGene00006575,0.1504601844265696
WBGene00000001,WBGene00004277,0.24581446220915934
WBGene00000001,WBGene00003774,0.06258464173844286
WBGene00000001,WBGene00004856,0.34149453629184934
WBGene00000001,WBGene00003830,0.07930278685234429
WBGene00000001,WBGene00004047,0.06935026518062604
WBGene00000001,WBGene00004039,0.22143078274300437
WBGene00000001,WBGene00001746,0.4365507584149511
WBGene00000001,WBGene00002004,0.07309946824170846
WBGene00000001,WBGene00010776,0.43682065800405356
WBGene00000001,WBGene00003009,0.18696547224898025
WBGene00000001,WBGene00001177,0.14183811957586578
WBGene00000001,WBGene00001483,0.19308089428990308
WBGene00000001,WBGene00001187,0.0852477975372001
WBGene00000001,WBGene00002081,0.48110221937946
WBGene00000001,WBGene00006896,0.011571547835300731
WBGene00000001,WBGene00003247,0.38173552687725404
WBGene00000001,WBGene00001208,0.30200163524915363
WBGene00000001,WBGene00000793,0.3416420085185813
WBGene00000001,WBGene00003919,0.2519637619016005
WBGene00000001,WBGene00000875,0.2909571293836389
WBGene00000001,WBGene00006786,0.16271886232257837
WBGene00000001,WBGene00004271,0.28787271154630684
WBGene00000001,WBGene00006894,-2
WBGene00000001,WBGene00006897,0.08394265050885347
WBGene00000001,WBGene00004307,0.12537392187269986
WBGene00000001,WBGene00004034,0.08228051388241683
WBGene00000001,WBGene00000908,0.16627237528197594
WBGene00000001,WBGene00006527,0.32368571697637527
WBGene00000001,WBGene00001081,0.26659471863847434
WBGene00000001,WBGene00006654,0.09117440010077957
WBGene00000001,WBGene00001335,0.2155065014641897
WBGene00000001,WBGene00011352,0.0741868152868943
WBGene00000001,WBGene00003775,0.4310477154328079
WBGene00000001,WBGene00013135,0.4811331036314822
WBGene00000001,WBGene00000071,0.14910159128558761
WBGene00000001,WBGene00002008,0.057202769850211804
WBGene00000001,WBGene00000253,0.5272166259228341
WBGene00000001,WBGene00003061,0.3215194152853816
WBGene00000001,WBGene00018771,0.1546336628456892
WBGene00000001,WBGene00006773,0.06455930603440989
WBGene00000001,WBGene00000407,0.18950772108562172
WBGene00000001,WBGene00003980,0.4613595539330876
WBGene00000001,WBGene00001188,0.24345752276158014
WBGene00000001,WBGene00000539,0.0012597015334817276
WBGene00000001,WBGene00000540,0.07657686773135657
WBGene00000001,WBGene00000541,0.04254301410193329
WBGene00000001,WBGene00003068,0.4639406459149261
WBGene00000001,WBGene00002041,0.07415840691059712
WBGene00000001,WBGene00004969,0.35186933451633984
WBGene00000001,WBGene00009552,0.32057831969058515
WBGene00000001,WBGene00001179,0.2837025907525573
WBGene00000001,WBGene00001707,0.05816930730449517
WBGene00000001,WBGene00000424,-2
WBGene00000001,WBGene00002248,0.37909633704971574
WBGene00000001,WBGene00006410,0.32050634960107993
WBGene00000001,WBGene00003185,0.3018431524078763
WBGene00000001,WBGene00006714,0.011936714632468967
WBGene00000001,WBGene00006752,0.011163816055898949
WBGene00000001,WBGene00004267,0.07409538472125621
WBGene00000001,WBGene00003368,0.03110355843828436
WBGene00000001,WBGene00000405,0.35601389576570314
WBGene00000001,WBGene00002299,-2
WBGene00000001,WBGene00000075,0.4255414045217693
WBGene00000001,WBGene00003422,0.4493900569896133
WBGene00000001,WBGene00000092,0.4141948172595467
WBGene00000001,WBGene00020368,0.26620225527112645
WBGene00000001,WBGene00000035,0.013987145626838667
WBGene00000001,WBGene00003233,0.0740683221943852
WBGene00000001,WBGene00004800,0.48880377758698124
WBGene00000001,WBGene00022139,0.1312766246253858
WBGene00000001,WBGene00001955,0.022291952715374305
WBGene00000001,WBGene00006579,0.392352817706863
WBGene00000001,WBGene00003186,0.639964154203117
WBGene00000001,WBGene00001834,0.4186461493680984
WBGene00000001,WBGene00004282,0.4866918200868719
WBGene00000001,WBGene00011433,0.09760439245271815
WBGene00000001,WBGene00003418,0.3870415731809203
WBGene00000001,WBGene00003234,-2
WBGene00000001,WBGene00004735,0.511723003176823
WBGene00000001,WBGene00002196,0.17813638699481427
WBGene00000001,WBGene00001827,0.5931531925208193
WBGene00000001,WBGene00003150,0.5466575542520866
WBGene00000001,WBGene00004321,0.015542988584779514
WBGene00000001,WBGene00001171,0.34735551877771786
WBGene00000001,WBGene00004272,0.19544127553784757
WBGene00000001,WBGene00004283,0.04870386318514494
WBGene00000001,WBGene00004284,0.08957725152474427
WBGene00000001,WBGene00016038,-2
WBGene00000001,WBGene00017472,0.049386689536733655
WBGene00000001,WBGene00022719,0.4558396535944742
WBGene00000001,WBGene00001682,0.36009094619224863
WBGene00000001,WBGene00004089,0.354223022344686
WBGene00000001,WBGene00003970,0.5351054441104277
WBGene00000001,WBGene00003605,0.2768351490882463
WBGene00000001,WBGene00019428,0.30291799975136624
WBGene00000001,WBGene00002005,0.29403161768765795
WBGene00000001,WBGene00006794,0.18216327654004935
WBGene00000001,WBGene00013709,0.34249590204687275
WBGene00000001,WBGene00006805,0.11271177672171716
WBGene00000001,WBGene00006798,0.19595892388677533
WBGene00000001,WBGene00004758,0.09969887641390059
WBGene00000001,WBGene00010813,0.04250810950963315
WBGene00000001,WBGene00000958,0.14472929650726352
WBGene00000001,WBGene00013591,0.29009620561384797
WBGene00000001,WBGene00001743,0.27432335553253173
WBGene00000001,WBGene00000871,0.5660964402324574
WBGene00000001,WBGene00007029,0.5152835920397687
WBGene00000001,WBGene00006498,0.327440199830371
WBGene00000001,WBGene00003052,0.1494160857100367
WBGene00000001,WBGene00000417,0.3418771429445007
WBGene00000001,WBGene00003955,0.12280924210643085
WBGene00000001,WBGene00006601,0.053176846976909636
WBGene00000001,WBGene00004873,0.20083247879402566
WBGene00000001,WBGene00002991,0.19162942360395346
WBGene00000001,WBGene00022603,0.07587411875183035
WBGene00000001,WBGene00006881,0.021709222113445153
WBGene00000001,WBGene00016872,0.07193106531402044
WBGene00000001,WBGene00003567,0.16739144116600224
WBGene00000001,WBGene00006958,0.41768260287822023
WBGene00000001,WBGene00004727,0.15100316403790523
WBGene00000001,WBGene00001851,0.1471631121697547
WBGene00000001,WBGene00004779,0.3573771806197025
WBGene00000001,WBGene00015658,0.16255683217843378
WBGene00000001,WBGene00002191,0.184717266242914
WBGene00000001,WBGene00000498,0.1750570643131656
WBGene00000001,WBGene00000911,0.27005515276740777
WBGene00000001,WBGene00012019,0.2748030151190763
WBGene00000001,WBGene00007620,0.4092838446583342
WBGene00000001,WBGene00000914,0.24276180882623954
WBGene00000001,WBGene00000086,0.12827068042541723
WBGene00000001,WBGene00001134,0.2343623872144132
WBGene00000001,WBGene00000058,0.40034573180626515
WBGene00000001,WBGene00021528,0.2783664780401622
WBGene00000001,WBGene00003595,0.14129830613769181
WBGene00000001,WBGene00004980,0.10225201995348303
WBGene00000001,WBGene00018798,0.7666948093328262
WBGene00000001,WBGene00003622,0.1223541248950599
WBGene00000001,WBGene00003400,0.28641540248179237
WBGene00000001,WBGene00006746,0.2151291638082579
WBGene00000001,WBGene00000552,-2
WBGene00000001,WBGene00000435,0.22029678262725194
WBGene00000001,WBGene00004729,0.5416107898566425
WBGene00000001,WBGene00004276,0.2425615625915603
WBGene00000001,WBGene00006543,0.17998018026594334
WBGene00000001,WBGene00002192,0.6248318690333491
WBGene00000001,WBGene00004789,0.1167049405084356
WBGene00000001,WBGene00004087,0.34047469187982354
WBGene00000001,WBGene00020712,0.3029051302911266
WBGene00000001,WBGene00021439,0.04788465461779686
WBGene00000001,WBGene00008506,0.24816339242758076
WBGene00000001,WBGene00008427,0.27487406511514806
WBGene00000001,WBGene00004203,0.6692396401267626
WBGene00000001,WBGene00001837,0.04125107006661075
WBGene00000001,WBGene00006438,0.021953681626119673
WBGene00000001,WBGene00011970,0.056213821618546884
WBGene00000001,WBGene00000436,0.1395591349260695
WBGene00000001,WBGene00000451,0.26841623606457
WBGene00000001,WBGene00000452,0.07189689350202824
WBGene00000001,WBGene00004036,0.6697625917925498
WBGene00000001,WBGene00001679,0.0880046627999646
WBGene00000001,WBGene00000096,0.3617412736123667
WBGene00000001,WBGene00004287,0.136287300362854
WBGene00000001,WBGene00000915,0.09929818380351936
WBGene00000001,WBGene00003000,0.02037638516641212
WBGene00000001,WBGene00010556,0.11216728602619244
WBGene00000001,WBGene00003563,0.19262371552236007
WBGene00000001,WBGene00002980,0.21819477273666246
WBGene00000001,WBGene00001613,0.2667664311409057
WBGene00000001,WBGene00001950,0.027589971567861915
WBGene00000001,WBGene00001580,0.28339873771504426
WBGene00000001,WBGene00000247,0.3453985711039753
WBGene00000001,WBGene00004077,0.49159083851799723
WBGene00000001,WBGene00000936,0.2933769853487361
WBGene00000001,WBGene00002297,0.24101841770472993
WBGene00000001,WBGene00002363,0.27045367071810467
WBGene00000001,WBGene00015735,0.04116906959521365
WBGene00000001,WBGene00002023,0.21313525319581597
WBGene00000001,WBGene00001137,0.20885924589873758
WBGene00000001,WBGene00018893,0.09786616181431032
WBGene00000001,WBGene00004736,0.21237736293306472
WBGene00000001,WBGene00021596,-2
WBGene00000001,WBGene00002207,0.5645147822465041
WBGene00000001,WBGene00004286,0.09771976609657479
WBGene00000001,WBGene00006743,0.43470744572675596
WBGene00000001,WBGene00008239,0.4526884155472001
WBGene00000001,WBGene00003607,0.4118809584175865
WBGene00000001,WBGene00000301,0.2653372479645416
WBGene00000001,WBGene00013852,0.07902722311660659
WBGene00000001,WBGene00001612,0.050281184028947
WBGene00000001,WBGene00006434,0.3418191693755732
WBGene00000001,WBGene00006706,0.16103577683069323
WBGene00000001,WBGene00022463,0.2349805008777653
WBGene00000001,WBGene00010882,0.010015265657691822
WBGene00000001,WBGene00000386,0.20828470326947915
WBGene00000001,WBGene00018215,0.0013292788451350897
WBGene00000001,WBGene00007108,0.451282135026007
WBGene00000001,WBGene00003794,0.24477458718231737
WBGene00000001,WBGene00001173,0.12320651379142528
WBGene00000001,WBGene00013597,0.11532836131079159
WBGene00000001,WBGene00006938,0.22738264088168336
WBGene00000001,WBGene00003243,0.34579696436521123
WBGene00000001,WBGene00000865,0.14178914273783244
WBGene00000001,WBGene00000866,-2
WBGene00000001,WBGene00000867,-2
WBGene00000001,WBGene00004830,0.13351483957707427
WBGene00000001,WBGene00006876,0.23172590328649695
WBGene00000001,WBGene00004949,0.14155523583815752
WBGene00000001,WBGene00000942,0.0954845727746604
WBGene00000001,WBGene00000148,0.4175342101621377
WBGene00000001,WBGene00002243,0.44335434877697283
WBGene00000001,WBGene00001620,0.13794289475012417
WBGene00000001,WBGene00006776,0.3919164459545789
WBGene00000001,WBGene00003020,0.4502460634368205
WBGene00000001,WBGene00001758,-2
WBGene00000001,WBGene00004311,0.05898129640489983
WBGene00000001,WBGene00003048,0.14937795083910996
WBGene00000001,WBGene00002173,0.17626373446744525
WBGene00000001,WBGene00004014,0.100015966778443
WBGene00000001,WBGene00004356,0.43534258582126384
WBGene00000001,WBGene00004090,0.5312138651864767
WBGene00000001,WBGene00009126,0.09405646181584047
WBGene00000001,WBGene00008311,0.4749368634104
WBGene00000001,WBGene00007565,-2
WBGene00000001,WBGene00010228,0.10398897936221699
WBGene00000001,WBGene00012251,0.17874863382101794
WBGene00000001,WBGene00012253,0.17576138595037546
WBGene00000001,WBGene00015050,0.1308225572540553
WBGene00000001,WBGene00015052,0.35344439241372827
WBGene00000001,WBGene00020191,0.22692949262421258
WBGene00000001,WBGene00001559,0.05161307984505995
WBGene00000001,WBGene00000960,0.2620147886697613
WBGene00000001,WBGene00006941,0.38030619286073936
WBGene00000001,WBGene00000431,0.2618821518266278
WBGene00000001,WBGene00001163,0.1363631155119938
WBGene00000001,WBGene00001028,-2
WBGene00000001,WBGene00002239,0.5074531881637974
WBGene00000001,WBGene00016913,0.45472574989869957
WBGene00000001,WBGene00011111,0.6390038527925758
WBGene00000001,WBGene00004254,0.17493034229030444
WBGene00000001,WBGene00002261,0.17921924701183115
WBGene00000001,WBGene00017137,0.09679718211431235
WBGene00000001,WBGene00000184,0.281352133373954
WBGene00000001,WBGene00001994,0.09546661955116723
WBGene00000001,WBGene00009245,0.3917720317455429
WBGene00000001,WBGene00001972,0.3816603567812385
WBGene00000001,WBGene00006414,0.12268472575698315
WBGene00000001,WBGene00001207,0.2176991686344337
WBGene00000001,WBGene00013220,-2
WBGene00000001,WBGene00020427,0.07118340795955092
WBGene00000001,WBGene00009218,0.03071122088806926
WBGene00000001,WBGene00006468,0.13606193687870102
WBGene00000001,WBGene00003232,0.2571910223700199
WBGene00000001,WBGene00011867,0.04723215947178896
WBGene00000001,WBGene00001008,0.24397170079793343
WBGene00000001,WBGene00006787,0.11177581818964558
WBGene00000001,WBGene00012132,0.15488885998724095
WBGene00000001,WBGene00004088,0.37758373964953584
WBGene00000001,WBGene00004349,0.15047371523585937
WBGene00000001,WBGene00004259,0.44907131045373483
WBGene00000001,WBGene00010374,0.09960543246052649
WBGene00000001,WBGene00000072,0.3633060016334301
WBGene00000001,WBGene00000830,-2
WBGene00000001,WBGene00000831,0.3415469852736404
WBGene00000001,WBGene00004206,0.2766609913629883
WBGene00000001,WBGene00011146,0.16070639964973943
WBGene00000001,WBGene00016789,0.013312675832338772
WBGene00000001,WBGene00003387,0.06433247429005366
WBGene00000001,WBGene00004343,0.30756692208785
WBGene00000001,WBGene00006755,0.20622964016371134
WBGene00000001,WBGene00006779,0.15806409881002695
WBGene00000001,WBGene00022154,0.010865171582537863
WBGene00000001,WBGene00004744,0.08201114703865035
WBGene00000001,WBGene00001377,0.5836684265383407
WBGene00000001,WBGene00001794,0.025046137909444238
WBGene00000001,WBGene00004117,-2
WBGene00000001,WBGene00000188,0.04849579995341765
WBGene00000001,WBGene00003822,0.24310328289361996
WBGene00000001,WBGene00004981,0.10740577740709824
WBGene00000002,WBGene00000501,0.19404665022562967
WBGene00000002,WBGene00010811,0.17546540137900346
WBGene00000002,WBGene00013073,0.07102691712217139
WBGene00000002,WBGene00013074,0.17173464586130585
WBGene00000002,WBGene00000230,0.09144534823218842
WBGene00000002,WBGene00000133,0.28791329347393213
WBGene00000002,WBGene00000136,0.07548162570132334
WBGene00000002,WBGene00006416,0.29765343836345914
WBGene00000002,WBGene00015538,-2
WBGene00000002,WBGene00004473,0.05987470797166583
WBGene00000002,WBGene00000915,0.07383369062918912
WBGene00000002,WBGene00000022,0.08907226503121436
WBGene00000002,WBGene00000023,0.014570566137333266
WBGene00000002,WBGene00000020,0.08938377004345069
WBGene00000002,WBGene00003905,0.5582615664563995
WBGene00000002,WBGene00001527,0.21917197221426268
WBGene00000002,WBGene00000421,0.20783242227047088
WBGene00000002,WBGene00004767,0.31047600427514144
WBGene00000002,WBGene00008205,0.25324673969628464
WBGene00000002,WBGene00011938,0.6722502540098683
WBGene00000002,WBGene00013597,0.672999639988297
WBGene00000002,,-2
WBGene00000002,WBGene00015540,0.21927253988150988
WBGene00000002,WBGene00021073,0.20265287064738002
WBGene00000002,WBGene00006447,0.05520687529168966
WBGene00000002,WBGene00002583,0.24995070896222907
WBGene00000002,WBGene00004015,0.12522999721498967
WBGene00000002,WBGene00007009,0.4681045398180739
WBGene00000002,WBGene00017004,0.1026813967866654
WBGene00000002,WBGene00020443,0.526135335482838
WBGene00000002,WBGene00000187,0.044688871037941676
WBGene00000002,WBGene00009353,0.15959325509126118
WBGene00000002,WBGene00000536,0.32519100559738534
WBGene00000002,WBGene00001503,0.2844994115742417
WBGene00000002,WBGene00001877,-2
WBGene00000002,WBGene00001878,-2
WBGene00000002,WBGene00001896,-2
WBGene00000002,WBGene00001909,-2
WBGene00000002,WBGene00001915,0.16345526251003425
WBGene00000002,WBGene00001918,-2
WBGene00000002,WBGene00001928,-2
WBGene00000002,WBGene00001932,-2
WBGene00000002,WBGene00003086,0.44752291341517
WBGene00000002,WBGene00003132,0.07804767379749662
WBGene00000002,WBGene00004873,0.39474625916096334
WBGene00000002,WBGene00010790,0.3496266815939691
WBGene00000002,WBGene00010791,0.0025171287736128673
WBGene00000002,WBGene00016331,0.07857325600076738
WBGene00000002,WBGene00003978,0.06645385567800063
WBGene00000002,WBGene00022019,0.14472871183748437
WBGene00000002,WBGene00000539,0.05712815730467416
WBGene00000002,WBGene00000540,0.25432670107057
WBGene00000002,WBGene00000541,0.025525517107775248
WBGene00000002,WBGene00008052,0.039641141553115565
WBGene00000002,WBGene00000170,4.7704139317798403E-4
WBGene00000002,WBGene00003408,0.08232817216990207
WBGene00000002,WBGene00001135,0.0024499378714448604
WBGene00000002,,-2
WBGene00000002,WBGene00003407,0.5229494040939889
WBGene00000002,WBGene00000175,0.06615955749432124
WBGene00000002,WBGene00006783,0.14111852108520817
WBGene00000002,WBGene00001620,0.09625796920698944
WBGene00000002,WBGene00000171,0.24405942848245807
WBGene00000002,WBGene00013740,0.3527876772168564
WBGene00000002,WBGene00006439,0.2449517752250133
WBGene00000002,WBGene00006438,0.03508133770475333
WBGene00000002,WBGene00000996,0.031121505132191314
WBGene00000002,WBGene00004876,0.35280495064789463
WBGene00000002,WBGene00004877,0.2710026556881802
WBGene00000002,WBGene00006742,0.25569769249482815
WBGene00000002,WBGene00003517,-2
WBGene00000002,WBGene00003519,0.31121643015556844
WBGene00000002,WBGene00011122,0.11955797248853363
WBGene00000003,WBGene00000501,0.10209699944581505
WBGene00000003,WBGene00000230,0.20829103808054492
WBGene00000003,WBGene00000133,0.24266397219106026
WBGene00000003,WBGene00000136,0.13349858688526864
WBGene00000003,WBGene00010811,0.019729366382696793
WBGene00000003,WBGene00013073,0.41991776885029947
WBGene00000003,WBGene00013074,0.24958445214923894
WBGene00000003,WBGene00000187,0.036793371768894655
WBGene00000003,WBGene00000020,0.16427123599660476
WBGene00000003,WBGene00000022,0.3562043564616945
WBGene00000003,WBGene00000023,0.21707136394171442
WBGene00000003,WBGene00000421,0.3515965007696552
WBGene00000003,WBGene00009353,0.6576609234844963
WBGene00000003,WBGene00000536,0.05306454716205306
WBGene00000003,WBGene00000915,0.05951432519964488
WBGene00000003,WBGene00001503,0.17093074983604634
WBGene00000003,WBGene00001527,0.3121753432666285
WBGene00000003,WBGene00001877,-2
WBGene00000003,WBGene00001878,-2
WBGene00000003,WBGene00001896,-2
WBGene00000003,WBGene00001909,-2
WBGene00000003,WBGene00001915,0.10174560952182848
WBGene00000003,WBGene00001918,-2
WBGene00000003,WBGene00001928,-2
WBGene00000003,WBGene00001932,-2
WBGene00000003,WBGene00002583,0.1296780168110319
WBGene00000003,WBGene00003086,0.19669046440441265
WBGene00000003,WBGene00003132,0.15269756193596046
WBGene00000003,WBGene00004015,0.40993831744639947
WBGene00000003,WBGene00004473,0.005144537172573939
WBGene00000003,WBGene00004767,0.06277245679985688
WBGene00000003,WBGene00004873,0.37119124311463775
WBGene00000003,WBGene00006416,0.17189464855411765
WBGene00000003,WBGene00006447,0.13166243373903136
WBGene00000003,WBGene00007009,0.297165577460355
WBGene00000003,WBGene00008205,0.10511099072052689
WBGene00000003,WBGene00010790,0.044683082295185104
WBGene00000003,WBGene00010791,0.1589608684174996
WBGene00000003,WBGene00011938,0.38559203803267617
WBGene00000003,WBGene00013597,0.314873884839126
WBGene00000003,,-2
WBGene00000003,WBGene00015538,-2
WBGene00000003,WBGene00015540,0.31740149510643817
WBGene00000003,WBGene00017004,0.18491631269772799
WBGene00000003,WBGene00021073,0.39232543025859523
WBGene00000003,WBGene00003905,0.17033796040501567
WBGene00000003,WBGene00003978,0.21386748363650335
WBGene00000003,WBGene00016331,0.11687443822126417
WBGene00000003,WBGene00020443,0.6137037760561608
WBGene00000003,WBGene00022019,0.12706063538762805
WBGene00000003,WBGene00004980,0.20093340713771657
WBGene00000003,WBGene00001135,0.2592375182924037
WBGene00000004,WBGene00000230,0.04188586539171271
WBGene00000004,WBGene00000501,0.3738564611227487
WBGene00000004,WBGene00010811,0.36985414926862614
WBGene00000004,WBGene00013073,0.12287139556216563
WBGene00000004,WBGene00013074,0.46153214274101734
WBGene00000004,WBGene00000133,0.02229650033639141
WBGene00000004,WBGene00000136,0.05282464902767515
WBGene00000004,WBGene00000915,0.2584155427141157
WBGene00000004,WBGene00000020,0.3091375686456425
WBGene00000004,WBGene00015540,0.13664271593037078
WBGene00000004,WBGene00001527,0.44173283977551797
