Gene1,Gene2,Score
WBGene00000001,WBGene00000289,0.7829699055750312
WBGene00000001,WBGene00000195,0.7559494832382792
WBGene00000001,WBGene00004270,0.4659297854268677
WBGene00000001,WBGene00004208,0.5549123188897397
WBGene00000001,WBGene00004210,0.2743168565989577
WBGene00000001,WBGene00006405,0.769058881092778
WBGene00000001,WBGene00001745,0.24988181990501365
WBGene00000001,WBGene00012348,0.8047058329817975
WBGene00000001,WBGene00002025,0.2041494406738686
WBGene00000001,WBGene00000478,0.2877519237187208
WBGene00000001,WBGene00002245,0.884259836981096
WBGene00000001,WBGene00010038,0.775469984651083
WBGene00000001,WBGene00006932,0.5655999298385305
WBGene00000001,WBGene00000095,0.7160079137196302
WBGene00000001,WBGene00000858,0.11175591964707679
WBGene00000001,WBGene00006869,0.254206445006508
WBGene00000001,WBGene00002190,0.5563026985407689
WBGene00000001,WBGene00001681,0.5568274722163482
WBGene00000001,WBGene00000903,0.5177257637785727
WBGene00000001,WBGene00004268,0.393285953116344
WBGene00000001,WBGene00001101,0.4070927232010895
WBGene00000001,WBGene00004357,0.7007738698853486
WBGene00000001,WBGene00016328,0.20331522510444253
WBGene00000001,WBGene00004029,0.7718218772011834
WBGene00000001,WBGene00001674,0.46545738814965393
WBGene00000001,WBGene00004930,0.7826342465299218
WBGene00000001,WBGene00007036,0.4842063396046943
WBGene00000001,WBGene00003893,0.4358367795103908
WBGene00000001,WBGene00002694,0.7388642036565218
WBGene00000001,WBGene00007047,0.5391300380674587
WBGene00000001,WBGene00004769,0.7238359956346
WBGene00000001,WBGene00001053,0.015282128074306357
WBGene00000001,WBGene00006790,0.815025276363092
WBGene00000001,WBGene00002189,0.37507422306773835
WBGene00000001,WBGene00003911,0.7984614254987626
WBGene00000001,WBGene00000499,-2
WBGene00000001,WBGene00004302,0.7485546887202726
WBGene00000001,WBGene00004042,0.823573826736987
WBGene00000001,WBGene00004038,0.16829526172106118
WBGene00000001,WBGene00015267,0.9683360356540718
WBGene00000001,WBGene00000894,0.7166501807059801
WBGene00000001,WBGene00006833,0.859233389388021
WBGene00000001,WBGene00002178,0.3889221256886544
WBGene00000001,WBGene00006612,0.8495367291415551
WBGene00000001,WBGene00007554,0.9168087916600344
WBGene00000001,WBGene00006745,0.1869999137856924
WBGene00000001,WBGene00006437,0.9336582857971429
WBGene00000001,WBGene00000912,0.6983276772027731
WBGene00000001,WBGene00006797,0.228563259599005
WBGene00000001,WBGene00003623,0.17709158932219632
WBGene00000001,WBGene00003929,0.16875239274454373
WBGene00000001,WBGene00003675,0.7526462723071059
WBGene00000001,WBGene00001709,0.5200837426318383
WBGene00000001,WBGene00000792,0.3554928605266336
WBGene00000001,WBGene00001519,0.3825114782259205
WBGene00000001,WBGene00003007,0.1932913041889201
WBGene00000001,WBGene00006406,0.8566946509312853
WBGene00000001,WBGene00018586,0.7126638591014244
WBGene00000001,WBGene00000089,0.7014080865693013
WBGene00000001,WBGene00002007,0.5429352702848818
WBGene00000001,WBGene00007007,0.5488878824544318
WBGene00000001,WBGene00006774,0.522664245166157
WBGene00000001,WBGene00004043,0.8054323400689277
WBGene00000001,WBGene00006324,0.8174258576562208
WBGene00000001,WBGene00017891,0.3018811417681879
WBGene00000001,WBGene00001052,0.5978217382551766
WBGene00000001,WBGene00020131,0.8087000089666875
WBGene00000001,WBGene00006599,0.6048966330073254
WBGene00000001,WBGene00014051,0.060473649276268415
WBGene00000001,WBGene00004308,0.8517137840084216
WBGene00000001,WBGene00006947,0.7801384165089859
WBGene00000001,WBGene00006948,0.6853592241830851
WBGene00000001,WBGene00006950,0.6126801145247558
WBGene00000001,WBGene00006952,0.5941848673989444
WBGene00000001,WBGene00006953,0.5427038061978077
WBGene00000001,WBGene00006954,0.5535378800321308
WBGene00000001,WBGene00006955,0.07676949029967968
WBGene00000001,WBGene00011392,0.5150829078348861
WBGene00000001,WBGene00003975,0.9174228214264685
WBGene00000001,WBGene00008006,0.6610486039184931
WBGene00000001,WBGene00018281,0.10224145870573267
WBGene00000001,WBGene00008443,0.11722115634765444
WBGene00000001,WBGene00004202,0.4194890466182422
WBGene00000001,WBGene00021811,0.8322362535928345
WBGene00000001,WBGene00002202,0.8996210133872272
WBGene00000001,WBGene00017381,0.026562378280619973
WBGene00000001,WBGene00001609,0.8212375025539147
WBGene00000001,WBGene00003001,0.45925016130114427
WBGene00000001,WBGene00006780,0.1840732522512704
WBGene00000001,WBGene00003397,0.6808344676958122
WBGene00000001,WBGene00004274,0.8578547444521057
WBGene00000001,WBGene00006055,0.4519049346251789
WBGene00000001,WBGene00003396,0.8345200453708405
WBGene00000001,WBGene00006575,0.25278846435121827
WBGene00000001,WBGene00004277,0.8514513983849464
WBGene00000001,WBGene00003774,0.38790362769350634
WBGene00000001,WBGene00004856,0.7438065882307238
WBGene00000001,WBGene00003830,0.918720207867878
WBGene00000001,WBGene00004047,0.6655284371626656
WBGene00000001,WBGene00004039,0.7736043754951809
WBGene00000001,WBGene00001746,0.5875001371664899
WBGene00000001,WBGene00002004,0.8579904607335013
WBGene00000001,WBGene00010776,0.8578402734117996
WBGene00000001,WBGene00003009,0.681453479191379
WBGene00000001,WBGene00001177,0.03924026437490374
WBGene00000001,WBGene00001483,0.2489610872752991
WBGene00000001,WBGene00001187,0.5672365414934425
WBGene00000001,WBGene00002081,0.5391491507712052
WBGene00000001,WBGene00006896,0.5295423297527602
WBGene00000001,WBGene00003247,0.5081860182128091
WBGene00000001,WBGene00001208,0.04709187973014194
WBGene00000001,WBGene00000793,0.8296686512385536
WBGene00000001,WBGene00003919,0.8843269215903565
WBGene00000001,WBGene00000875,0.8962280405095201
WBGene00000001,WBGene00006786,0.6967992300171495
WBGene00000001,WBGene00004271,0.9094190833509523
WBGene00000001,WBGene00006894,0.6685510374961278
WBGene00000001,WBGene00006897,0.007795326790759807
WBGene00000001,WBGene00004307,0.9208276211771728
WBGene00000001,WBGene00004034,0.9404232912356765
WBGene00000001,WBGene00000908,0.12735621050850957
WBGene00000001,WBGene00006527,0.6380164383022676
WBGene00000001,WBGene00001081,0.8201974376932554
WBGene00000001,WBGene00006654,0.041154410359476506
WBGene00000001,WBGene00001335,0.1779141321016038
WBGene00000001,WBGene00011352,0.39391730528569024
WBGene00000001,WBGene00003775,0.1624430456047953
WBGene00000001,WBGene00013135,0.09066953344757779
WBGene00000001,WBGene00000071,0.15476792239717743
WBGene00000001,WBGene00002008,0.9391706370836067
WBGene00000001,WBGene00000253,0.3076830455172261
WBGene00000001,WBGene00003061,0.8710314238666012
WBGene00000001,WBGene00018771,0.552930149060466
WBGene00000001,WBGene00006773,0.6362600464832577
WBGene00000001,WBGene00000407,0.9122696409206478
WBGene00000001,WBGene00003980,0.4226783913248067
WBGene00000001,WBGene00001188,0.4463856452386119
WBGene00000001,WBGene00000539,0.4968863530903135
WBGene00000001,WBGene00000540,0.8406104051466502
WBGene00000001,WBGene00000541,0.5449300340998205
WBGene00000001,WBGene00003068,0.6578526735575658
WBGene00000001,WBGene00002041,0.6043584561006058
WBGene00000001,WBGene00004969,0.14377654930343214
WBGene00000001,WBGene00009552,0.8092038508450097
WBGene00000001,WBGene00001179,0.6665812480314899
WBGene00000001,WBGene00001707,0.8965442050517188
WBGene00000001,WBGene00000424,0.8631152109035143
WBGene00000001,WBGene00002248,0.4033550069648115
WBGene00000001,WBGene00006410,0.7047865502846227
WBGene00000001,WBGene00003185,0.884574999910485
WBGene00000001,WBGene00006714,0.005125209554863376
WBGene00000001,WBGene00006752,0.6913753803732972
WBGene00000001,WBGene00004267,0.498481463970893
WBGene00000001,WBGene00003368,0.4076436262068532
WBGene00000001,WBGene00000405,0.866984705051876
WBGene00000001,WBGene00002299,0.012092675616391093
WBGene00000001,WBGene00000075,0.8567158731379542
WBGene00000001,WBGene00003422,0.8090575982330617
WBGene00000001,WBGene00000092,0.683686914716416
WBGene00000001,WBGene00020368,0.019790908101501737
WBGene00000001,WBGene00000035,0.4672004083711463
WBGene00000001,WBGene00003233,0.4116317617830212
WBGene00000001,WBGene00004800,0.8820496327377101
WBGene00000001,WBGene00022139,0.46596970891655737
WBGene00000001,WBGene00001955,0.3490109659464519
WBGene00000001,WBGene00006579,0.8719748999792694
WBGene00000001,WBGene00003186,0.7052701596062074
WBGene00000001,WBGene00001834,0.8547447446387022
WBGene00000001,WBGene00004282,0.6805230822114435
WBGene00000001,WBGene00011433,0.5674495630323694
WBGene00000001,WBGene00003418,0.652638312115359
WBGene00000001,WBGene00003234,0.6428907740719135
WBGene00000001,WBGene00004735,0.3817480812609418
WBGene00000001,WBGene00002196,0.8725742703658228
WBGene00000001,WBGene00001827,0.8030188077696442
WBGene00000001,WBGene00003150,0.862913011012646
WBGene00000001,WBGene00004321,0.07807586112729027
WBGene00000001,WBGene00001171,0.23139684792233634
WBGene00000001,WBGene00004272,0.7983576631443969
WBGene00000001,WBGene00004283,0.5461274805971813
WBGene00000001,WBGene00004284,0.7920076984412219
WBGene00000001,WBGene00016038,0.5471682965743817
WBGene00000001,WBGene00017472,-2
WBGene00000001,WBGene00022719,0.8965902954042267
WBGene00000001,WBGene00001682,0.2866829521852943
WBGene00000001,WBGene00004089,0.8989528002601125
WBGene00000001,WBGene00003970,0.9018174107701143
WBGene00000001,WBGene00003605,0.29069870871098247
WBGene00000001,WBGene00019428,0.5506076754918375
WBGene00000001,WBGene00002005,0.3271349755705422
WBGene00000001,WBGene00006794,0.8429197376434372
WBGene00000001,WBGene00013709,0.6876713785512023
WBGene00000001,WBGene00006805,0.06659378063177326
WBGene00000001,WBGene00006798,0.1864056431572812
WBGene00000001,WBGene00004758,0.3518668210175665
WBGene00000001,WBGene00010813,0.06041933941397043
WBGene00000001,WBGene00000958,0.1092997298520966
WBGene00000001,WBGene00013591,0.6996204136752198
WBGene00000001,WBGene00001743,0.9356185467961083
WBGene00000001,WBGene00000871,0.8199454585376823
WBGene00000001,WBGene00007029,0.9347917030558273
WBGene00000001,WBGene00006498,0.5737275790730503
WBGene00000001,WBGene00003052,0.7705285156376535
WBGene00000001,WBGene00000417,0.8843441046225157
WBGene00000001,WBGene00003955,0.6680177666538422
WBGene00000001,WBGene00006601,0.7382127267978322
WBGene00000001,WBGene00004873,0.8076728295070494
WBGene00000001,WBGene00002991,0.08434035579542916
WBGene00000001,WBGene00022603,0.7998036596013088
WBGene00000001,WBGene00006881,0.4467484587278748
WBGene00000001,WBGene00016872,0.46839273272110993
WBGene00000001,WBGene00003567,0.07663096529287589
WBGene00000001,WBGene00006958,0.8275155908236477
WBGene00000001,WBGene00004727,0.6171745814699507
WBGene00000001,WBGene00001851,0.6042591606787678
WBGene00000001,WBGene00004779,0.4376427106165216
WBGene00000001,WBGene00015658,0.8311640477921339
WBGene00000001,WBGene00002191,0.7702724270751513
WBGene00000001,WBGene00000498,0.786608491902109
WBGene00000001,WBGene00000911,0.9575507723709645
WBGene00000001,WBGene00012019,0.4067521866911041
WBGene00000001,WBGene00007620,0.425570646850156
WBGene00000001,WBGene00000914,0.5208039190711137
WBGene00000001,WBGene00000086,0.1412033181880633
WBGene00000001,WBGene00001134,0.7206405934676661
WBGene00000001,WBGene00000058,0.3331712826473813
WBGene00000001,WBGene00021528,0.043589283378438794
WBGene00000001,WBGene00003595,0.40660692902578915
WBGene00000001,WBGene00004980,0.8150750214890528
WBGene00000001,WBGene00018798,0.03399499837006973
WBGene00000001,WBGene00003622,0.5186243821136755
WBGene00000001,WBGene00003400,0.09278531490768335
WBGene00000001,WBGene00006746,0.2783039974522496
WBGene00000001,WBGene00000552,0.5628844519875464
WBGene00000001,WBGene00000435,0.20195965510476716
WBGene00000001,WBGene00004729,0.619412408452517
WBGene00000001,WBGene00004276,0.8717624950263063
WBGene00000001,WBGene00006543,0.1275797196338359
WBGene00000001,WBGene00002192,0.5747004834759428
WBGene00000001,WBGene00004789,0.22226756247613774
WBGene00000001,WBGene00004087,0.6979957499231898
WBGene00000001,WBGene00020712,0.49632394833778304
WBGene00000001,WBGene00021439,0.648266720659504
WBGene00000001,WBGene00008506,0.543472310337949
WBGene00000001,WBGene00008427,0.5704767122371793
WBGene00000001,WBGene00004203,0.5047704518429244
WBGene00000001,WBGene00001837,0.7689811951370094
WBGene00000001,WBGene00006438,0.20734229251335204
WBGene00000001,WBGene00011970,0.8370224567095008
WBGene00000001,WBGene00000436,0.16224411401557987
WBGene00000001,WBGene00000451,0.15491490142491587
WBGene00000001,WBGene00000452,0.06259487174511676
WBGene00000001,WBGene00004036,0.5533816198739734
WBGene00000001,WBGene00001679,0.9325812152780698
WBGene00000001,WBGene00000096,0.13293517413617595
WBGene00000001,WBGene00004287,0.628619279394795
WBGene00000001,WBGene00000915,0.5760107273461217
WBGene00000001,WBGene00003000,0.17859728095626812
WBGene00000001,WBGene00010556,0.18587186658190713
WBGene00000001,WBGene00003563,0.34705266717877037
WBGene00000001,WBGene00002980,0.6939364442929277
WBGene00000001,WBGene00001613,0.5586036676379882
WBGene00000001,WBGene00001950,0.45008677236890143
WBGene00000001,WBGene00001580,0.734383562497046
WBGene00000001,WBGene00000247,0.6437123012965519
WBGene00000001,WBGene00004077,0.6630811379652684
WBGene00000001,WBGene00000936,0.4303840236359038
WBGene00000001,WBGene00002297,0.6565181310227466
WBGene00000001,WBGene00002363,0.948040689104327
WBGene00000001,WBGene00015735,0.43673679018869754
WBGene00000001,WBGene00002023,0.3530156933269162
WBGene00000001,WBGene00001137,0.019082792347892615
WBGene00000001,WBGene00018893,0.781011185802567
WBGene00000001,WBGene00004736,0.3770843226119276
WBGene00000001,WBGene00021596,0.6582071954533054
WBGene00000001,WBGene00002207,0.9202931501022401
WBGene00000001,WBGene00004286,0.6816878585897864
WBGene00000001,WBGene00006743,0.01931641842216902
WBGene00000001,WBGene00008239,0.4831647052344318
WBGene00000001,WBGene00003607,0.2703942066764481
WBGene00000001,WBGene00000301,0.6566977858048225
WBGene00000001,WBGene00013852,0.47821286537814284
WBGene00000001,WBGene00001612,0.33075694505442027
WBGene00000001,WBGene00006434,0.40402885489811957
WBGene00000001,WBGene00006706,0.9244864588329751
WBGene00000001,WBGene00022463,0.9355914047817979
WBGene00000001,WBGene00010882,0.7132149879552281
WBGene00000001,WBGene00000386,0.8172937352794835
WBGene00000001,WBGene00018215,0.067776226175723
WBGene00000001,WBGene00007108,0.9104117751189374
WBGene00000001,WBGene00003794,0.9217869106668397
WBGene00000001,WBGene00001173,0.42356467258355807
WBGene00000001,WBGene00013597,0.8727551179972413
WBGene00000001,WBGene00006938,0.4198245779942158
WBGene00000001,WBGene00003243,0.038719179328875766
WBGene00000001,WBGene00000865,0.8534924950460876
WBGene00000001,WBGene00000866,-2
WBGene00000001,WBGene00000867,0.7042472646491003
WBGene00000001,WBGene00004830,0.30532165654277504
WBGene00000001,WBGene00006876,0.47686994418321915
WBGene00000001,WBGene00004949,0.12089902999587454
WBGene00000001,WBGene00000942,0.4657514488907643
WBGene00000001,WBGene00000148,0.7736446495203676
WBGene00000001,WBGene00002243,0.5011778172553739
WBGene00000001,WBGene00001620,0.7034179427073788
WBGene00000001,WBGene00006776,0.8369519474980209
WBGene00000001,WBGene00003020,0.8240318544123529
WBGene00000001,WBGene00001758,0.44604869997176294
WBGene00000001,WBGene00004311,0.2761306601033993
WBGene00000001,WBGene00003048,0.80200957050156
WBGene00000001,WBGene00002173,0.5963585966765318
WBGene00000001,WBGene00004014,0.4531332526916995
WBGene00000001,WBGene00004356,0.9375164446220285
WBGene00000001,WBGene00004090,0.83747482463775
WBGene00000001,WBGene00009126,0.5469949164095756
WBGene00000001,WBGene00008311,0.31321195429183424
WBGene00000001,WBGene00007565,0.7539954269956743
WBGene00000001,WBGene00010228,0.5885433783292437
WBGene00000001,WBGene00012251,-2
WBGene00000001,WBGene00012253,0.7647097591229635
WBGene00000001,WBGene00015050,0.514358410336918
WBGene00000001,WBGene00015052,0.5909228415835464
WBGene00000001,WBGene00020191,-2
WBGene00000001,WBGene00001559,0.1231643100012494
WBGene00000001,WBGene00000960,0.31380356782430935
WBGene00000001,WBGene00006941,0.9510046662616856
WBGene00000001,WBGene00000431,0.088458627869175
WBGene00000001,WBGene00001163,0.1855839014674311
WBGene00000001,WBGene00001028,0.6544271161995004
WBGene00000001,WBGene00002239,0.5348728978930536
WBGene00000001,WBGene00016913,0.5335404219155029
WBGene00000001,WBGene00011111,0.8359515871618622
WBGene00000001,WBGene00004254,0.8037873421127723
WBGene00000001,WBGene00002261,0.3023132414136946
WBGene00000001,WBGene00017137,0.8426010960604372
WBGene00000001,WBGene00000184,0.7861263670762665
WBGene00000001,WBGene00001994,0.7101057668588554
WBGene00000001,WBGene00009245,0.9268914289897628
WBGene00000001,WBGene00001972,0.7877678163231816
WBGene00000001,WBGene00006414,0.9573132778074059
WBGene00000001,WBGene00001207,0.43000786200594093
WBGene00000001,WBGene00013220,0.6442788246558613
WBGene00000001,WBGene00020427,0.6942570167924401
WBGene00000001,WBGene00009218,0.34494735722210695
WBGene00000001,WBGene00006468,0.45152363568351694
WBGene00000001,WBGene00003232,0.2944017048008588
WBGene00000001,WBGene00011867,0.6219890890554225
WBGene00000001,WBGene00001008,0.3036377265548369
WBGene00000001,WBGene00006787,0.47473125023902124
WBGene00000001,WBGene00012132,0.38432894034007065
WBGene00000001,WBGene00004088,0.7069136737289758
WBGene00000001,WBGene00004349,0.11912748761084035
WBGene00000001,WBGene00004259,0.38936494304585506
WBGene00000001,WBGene00010374,0.28459096628745295
WBGene00000001,WBGene00000072,0.2795749544457652
WBGene00000001,WBGene00000830,-2
WBGene00000001,WBGene00000831,0.11231863217029096
WBGene00000001,WBGene00004206,0.1532508389500903
WBGene00000001,WBGene00011146,0.856352289806045
WBGene00000001,WBGene00016789,0.1848787985630059
WBGene00000001,WBGene00003387,0.34322447156035424
WBGene00000001,WBGene00004343,0.9064856652420774
WBGene00000001,WBGene00006755,0.25523296292396563
WBGene00000001,WBGene00006779,0.1593771151754121
WBGene00000001,WBGene00022154,0.15229807780316001
WBGene00000001,WBGene00004744,0.7285887457705291
WBGene00000001,WBGene00001377,0.5079044489526782
WBGene00000001,WBGene00001794,0.2510896603993462
WBGene00000001,WBGene00004117,0.8995953665290065
WBGene00000001,WBGene00000188,0.4481813510163091
WBGene00000001,WBGene00003822,0.5787641904850723
WBGene00000001,WBGene00004981,0.37131699633195653
WBGene00000002,WBGene00000501,0.6466647415182639
WBGene00000002,WBGene00010811,0.36785433428182235
WBGene00000002,WBGene00013073,0.19237430712466164
WBGene00000002,WBGene00013074,0.038650078662460695
WBGene00000002,WBGene00000230,0.18207816887203432
WBGene00000002,WBGene00000133,0.4212034765095304
WBGene00000002,WBGene00000136,0.6891688485796101
WBGene00000002,WBGene00006416,0.6484128428166799
WBGene00000002,WBGene00015538,0.6437719225569954
WBGene00000002,WBGene00004473,0.9248731698743966
WBGene00000002,WBGene00000915,0.07840460349373052
WBGene00000002,WBGene00000022,0.5764645035281016
WBGene00000002,WBGene00000023,0.20158083590727527
WBGene00000002,WBGene00000020,0.36229533055365953
WBGene00000002,WBGene00003905,0.23330534760944788
WBGene00000002,WBGene00001527,0.33930295857963044
WBGene00000002,WBGene00000421,0.03305557440210326
WBGene00000002,WBGene00004767,0.11107425810513209
WBGene00000002,WBGene00008205,0.6299207148406436
WBGene00000002,WBGene00011938,0.586195518313782
WBGene00000002,WBGene00013597,0.16202855915875966
WBGene00000002,,-2
WBGene00000002,WBGene00015540,0.1738137976581625
WBGene00000002,WBGene00021073,0.6394992832775818
WBGene00000002,WBGene00006447,0.11550388727828975
WBGene00000002,WBGene00002583,0.17652518597099767
WBGene00000002,WBGene00004015,0.30983021800475097
WBGene00000002,WBGene00007009,0.30095899394190684
WBGene00000002,WBGene00017004,0.027690124595285276
WBGene00000002,WBGene00020443,0.6480994966232932
WBGene00000002,WBGene00000187,0.5001610989219406
WBGene00000002,WBGene00009353,0.09527506916621367
WBGene00000002,WBGene00000536,0.22317301002948078
WBGene00000002,WBGene00001503,0.19040246358157395
WBGene00000002,WBGene00001877,0.599472817605177
WBGene00000002,WBGene00001878,-2
WBGene00000002,WBGene00001896,-2
WBGene00000002,WBGene00001909,0.14793968212542538
WBGene00000002,WBGene00001915,0.9246604203855256
WBGene00000002,WBGene00001918,0.4730830829484638
WBGene00000002,WBGene00001928,0.3310171329181061
WBGene00000002,WBGene00001932,-2
WBGene00000002,WBGene00003086,0.3676563036329789
WBGene00000002,WBGene00003132,0.21613284482709022
WBGene00000002,WBGene00004873,0.311947665184186
WBGene00000002,WBGene00010790,0.4648466989408978
WBGene00000002,WBGene00010791,0.850398236375594
WBGene00000002,WBGene00016331,0.1699702577982174
WBGene00000002,WBGene00003978,0.8674421601389545
WBGene00000002,WBGene00022019,0.1723383670554721
WBGene00000002,WBGene00000539,0.7642082077693853
WBGene00000002,WBGene00000540,0.22954840809711405
WBGene00000002,WBGene00000541,0.08003476719707046
WBGene00000002,WBGene00008052,0.3626494669981791
WBGene00000002,WBGene00000170,0.866874272128752
WBGene00000002,WBGene00003408,0.666171195661109
WBGene00000002,WBGene00001135,0.08834168742861107
WBGene00000002,,-2
WBGene00000002,WBGene00003407,0.9605704337315596
WBGene00000002,WBGene00000175,0.7832274176131245
WBGene00000002,WBGene00006783,0.8594044040713366
WBGene00000002,WBGene00001620,0.16843713623891488
WBGene00000002,WBGene00000171,0.08564140868335124
WBGene00000002,WBGene00013740,0.519183827955836
WBGene00000002,WBGene00006439,0.12498411440410459
WBGene00000002,WBGene00006438,0.976010288670004
WBGene00000002,WBGene00000996,0.17554489140050586
WBGene00000002,WBGene00004876,0.2156417332610161
WBGene00000002,WBGene00004877,0.10730176087467512
WBGene00000002,WBGene00006742,0.9187547379706508
WBGene00000002,WBGene00003517,0.7267580031870605
WBGene00000002,WBGene00003519,0.47911087720845535
WBGene00000002,WBGene00011122,0.33042756488654523
WBGene00000003,WBGene00000501,0.6940078791573328
WBGene00000003,WBGene00000230,0.37387427306656484
WBGene00000003,WBGene00000133,0.5551264863632105
WBGene00000003,WBGene00000136,0.7359573793350378
WBGene00000003,WBGene00010811,0.3050857204594945
WBGene00000003,WBGene00013073,0.2724939456849637
WBGene00000003,WBGene00013074,0.09315191054240267
WBGene00000003,WBGene00000187,0.40777137029138755
WBGene00000003,WBGene00000020,0.195062862793711
WBGene00000003,WBGene00000022,0.6425996537305622
WBGene00000003,WBGene00000023,0.016388102187621902
WBGene00000003,WBGene00000421,0.030451174079526737
WBGene00000003,WBGene00009353,0.06735697890833392
WBGene00000003,WBGene00000536,0.20950560908675858
WBGene00000003,WBGene00000915,0.09894124499394885
WBGene00000003,WBGene00001503,0.06823983275247125
WBGene00000003,WBGene00001527,0.34791225045768837
WBGene00000003,WBGene00001877,0.7472767668234703
WBGene00000003,WBGene00001878,-2
WBGene00000003,WBGene00001896,-2
WBGene00000003,WBGene00001909,0.30824200229801735
WBGene00000003,WBGene00001915,0.8034131492570794
WBGene00000003,WBGene00001918,0.31914800382480996
WBGene00000003,WBGene00001928,0.07993891290534613
WBGene00000003,WBGene00001932,-2
WBGene00000003,WBGene00002583,0.13875516394503057
WBGene00000003,WBGene00003086,0.36052546948936703
WBGene00000003,WBGene00003132,0.09300446916464117
WBGene00000003,WBGene00004015,0.3526667235295071
WBGene00000003,WBGene00004473,0.8380504631143456
WBGene00000003,WBGene00004767,0.16671991009392867
WBGene00000003,WBGene00004873,0.433253967187734
WBGene00000003,WBGene00006416,0.48054279918678755
WBGene00000003,WBGene00006447,0.0011950232402407044
WBGene00000003,WBGene00007009,0.3901695932236102
WBGene00000003,WBGene00008205,0.7098883913422978
WBGene00000003,WBGene00010790,0.5272284077028987
WBGene00000003,WBGene00010791,0.7701233875329738
WBGene00000003,WBGene00011938,0.3795580925507301
WBGene00000003,WBGene00013597,0.19776396374266975
WBGene00000003,,-2
WBGene00000003,WBGene00015538,0.6812238790677562
WBGene00000003,WBGene00015540,0.17899614884416215
WBGene00000003,WBGene00017004,0.15387050665478746
WBGene00000003,WBGene00021073,0.562499530674754
WBGene00000003,WBGene00003905,0.2643889504038811
WBGene00000003,WBGene00003978,0.7895586011591191
WBGene00000003,WBGene00016331,0.19179127959819706
WBGene00000003,WBGene00020443,0.7114756153996233
WBGene00000003,WBGene00022019,0.32359686592031456
WBGene00000003,WBGene00004980,0.05700540046581423
WBGene00000003,WBGene00001135,0.1431489796524918
WBGene00000004,WBGene00000230,0.00829632128733836
WBGene00000004,WBGene00000501,0.7953152533187398
WBGene00000004,WBGene00010811,0.13495427936094972
WBGene00000004,WBGene00013073,0.13188216973202255
WBGene00000004,WBGene00013074,0.024914437190016663
